grid,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,,Venue Category
"8,7",0,2020/8/8 1:15,0,0,{'_content': ''},66,0,0,0,1,320,50266564528,0,0,1,48.89188,0,2.238013,141049952@N08,,df4affc368,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266564528_df4affc368_n.jpg,708,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:18,0,0,{'_content': ''},66,0,0,0,1,213,50266564013,0,0,1,48.89188,0,2.238013,141049952@N08,,586f167bef,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266564013_586f167bef_n.jpg,678,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:18,0,0,{'_content': ''},66,0,0,0,1,213,50266564248,0,0,1,48.89188,0,2.238013,141049952@N08,,7546307f70,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266564248_7546307f70_n.jpg,692,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:11,0,0,{'_content': ''},66,0,0,0,1,320,50266565258,0,0,1,48.89188,0,2.238013,141049952@N08,,15b4ce835f,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266565258_15b4ce835f_n.jpg,720,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:06,0,0,{'_content': ''},66,0,0,0,1,320,50267405777,0,0,1,48.89188,0,2.238013,141049952@N08,,9f3ba50f13,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267405777_9f3ba50f13_n.jpg,692,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:04,0,0,{'_content': ''},66,0,0,0,1,320,50267406767,0,0,1,48.89188,0,2.238013,141049952@N08,,cdff98eb13,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267406767_cdff98eb13_n.jpg,716,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:01,0,0,{'_content': ''},66,0,0,0,1,320,50267229056,0,0,1,48.89188,0,2.238013,141049952@N08,,852733bc47,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267229056_852733bc47_n.jpg,691,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:01,0,0,{'_content': ''},66,0,0,0,1,320,50267228836,0,0,1,48.89188,0,2.238013,141049952@N08,,d75f8be390,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267228836_d75f8be390_n.jpg,683,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:00,0,0,{'_content': ''},66,0,0,0,1,320,50267408067,0,0,1,48.89188,0,2.238013,141049952@N08,,ef25e948b8,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267408067_ef25e948b8_n.jpg,687,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:06,0,0,{'_content': ''},66,0,0,0,1,320,50267227641,0,0,1,48.89188,0,2.238013,141049952@N08,,4318ab124d,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267227641_4318ab124d_n.jpg,716,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:04,0,0,{'_content': ''},66,0,0,0,1,320,50267228621,0,0,1,48.89188,0,2.238013,141049952@N08,,6559ef3ecc,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267228621_6559ef3ecc_n.jpg,711,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:05,0,0,{'_content': ''},66,0,0,0,1,320,50267406212,0,0,1,48.89188,0,2.238013,141049952@N08,,b81eb40d42,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267406212_b81eb40d42_n.jpg,695,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:04,0,0,{'_content': ''},66,0,0,0,1,320,50267228151,0,0,1,48.89188,0,2.238013,141049952@N08,,ece21c1aa2,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267228151_ece21c1aa2_n.jpg,722,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 1:01,0,0,{'_content': ''},66,0,0,0,1,320,50267229266,0,0,1,48.89188,0,2.238013,141049952@N08,,dc1c1dcaf3,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267229266_dc1c1dcaf3_n.jpg,696,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:59,0,0,{'_content': ''},66,0,0,0,1,320,50266569423,0,0,1,48.89188,0,2.238013,141049952@N08,,0d07d43f50,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266569423_0d07d43f50_n.jpg,706,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:58,0,0,{'_content': ''},66,0,0,0,1,320,50267409037,0,0,1,48.89188,0,2.238013,141049952@N08,,904d59fa78,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267409037_904d59fa78_n.jpg,699,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:58,0,0,{'_content': ''},66,0,0,0,1,320,50267408882,0,0,1,48.89188,0,2.238013,141049952@N08,,ca5c1ef9f7,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267408882_ca5c1ef9f7_n.jpg,690,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:57,0,0,{'_content': ''},66,0,0,0,1,320,50267230891,0,0,1,48.89188,0,2.238013,141049952@N08,,ea3120c834,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267230891_ea3120c834_n.jpg,701,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:59,0,0,{'_content': ''},66,0,0,0,1,320,50267229666,0,0,1,48.89188,0,2.238013,141049952@N08,,ef83ba814f,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267229666_ef83ba814f_n.jpg,687,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:56,0,0,{'_content': ''},66,0,0,0,1,320,50267409872,0,0,1,48.89188,0,2.238013,141049952@N08,,3c8a77e2d2,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267409872_3c8a77e2d2_n.jpg,716,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:57,0,0,{'_content': ''},66,0,0,0,1,320,50266570708,0,0,1,48.89188,0,2.238013,141049952@N08,,f3e011b1a0,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266570708_f3e011b1a0_n.jpg,695,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:58,0,0,{'_content': ''},66,0,0,0,1,320,50266569678,0,0,1,48.89188,0,2.238013,141049952@N08,,8a0932bb8b,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266569678_8a0932bb8b_n.jpg,701,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:44,0,0,{'_content': ''},66,0,0,0,1,320,50266571513,0,0,1,48.89188,0,2.238013,141049952@N08,,194ca8d670,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266571513_194ca8d670_n.jpg,684,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:45,0,0,{'_content': ''},66,0,0,0,1,320,50267410347,0,0,1,48.89188,0,2.238013,141049952@N08,,aef76e7e61,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267410347_aef76e7e61_n.jpg,685,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:43,0,0,{'_content': ''},66,0,0,0,1,320,50267232121,0,0,1,48.89188,0,2.238013,141049952@N08,,62c202e0c5,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267232121_62c202e0c5_n.jpg,675,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:45,0,0,{'_content': ''},66,0,0,0,1,320,50267410102,0,0,1,48.89188,0,2.238013,141049952@N08,,b93a208c70,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267410102_b93a208c70_n.jpg,676,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:34,0,0,{'_content': ''},66,0,0,0,1,213,50266572138,0,0,1,48.89188,0,2.238013,141049952@N08,,f9559d8221,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266572138_f9559d8221_n.jpg,682,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:34,0,0,{'_content': ''},66,0,0,0,1,213,50267232821,0,0,1,48.89188,0,2.238013,141049952@N08,,2a9b564357,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267232821_2a9b564357_n.jpg,676,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:36,0,0,{'_content': ''},66,0,0,0,1,213,50267232286,0,0,1,48.89188,0,2.238013,141049952@N08,,476efe2330,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267232286_476efe2330_n.jpg,665,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:34,0,0,{'_content': ''},66,0,0,0,1,213,50267411197,0,0,1,48.89188,0,2.238013,141049952@N08,,74fd652b5e,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267411197_74fd652b5e_n.jpg,714,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:22,0,0,{'_content': ''},66,0,0,0,1,320,50266574653,0,0,1,48.89188,0,2.238013,141049952@N08,,ea73bd9242,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266574653_ea73bd9242_n.jpg,692,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:23,0,0,{'_content': ''},66,0,0,0,1,320,50267413077,0,0,1,48.89188,0,2.238013,141049952@N08,,db45ed8a15,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267413077_db45ed8a15_n.jpg,691,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:26,0,0,{'_content': ''},66,0,0,0,1,320,50267233921,0,0,1,48.89188,0,2.238013,141049952@N08,,d47738c426,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267233921_d47738c426_n.jpg,692,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:27,0,0,{'_content': ''},66,0,0,0,1,320,50266573388,0,0,1,48.89188,0,2.238013,141049952@N08,,df0501dd85,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266573388_df0501dd85_n.jpg,701,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:22,0,0,{'_content': ''},66,0,0,0,1,320,50267235371,0,0,1,48.89188,0,2.238013,141049952@N08,,025670d72d,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267235371_025670d72d_n.jpg,706,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:29,0,0,{'_content': ''},66,0,0,0,1,320,50267411602,0,0,1,48.89188,0,2.238013,141049952@N08,,b49794f8c4,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267411602_b49794f8c4_n.jpg,703,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:23,0,0,{'_content': ''},66,0,0,0,1,213,50267413232,0,0,1,48.89188,0,2.238013,141049952@N08,,a4939a75ef,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267413232_a4939a75ef_n.jpg,696,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:20,0,0,{'_content': ''},66,0,0,0,1,213,50266575658,0,0,1,48.89188,0,2.238013,141049952@N08,,7e207e3362,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266575658_7e207e3362_n.jpg,692,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:20,0,0,{'_content': ''},66,0,0,0,1,320,50267414152,0,0,1,48.89188,0,2.238013,141049952@N08,,0da1e0cc3d,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267414152_0da1e0cc3d_n.jpg,696,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:27,0,0,{'_content': ''},66,0,0,0,1,320,50267411822,0,0,1,48.89188,0,2.238013,141049952@N08,,324fbd61e9,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267411822_324fbd61e9_n.jpg,693,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:27,0,0,{'_content': ''},66,0,0,0,1,320,50266573128,0,0,1,48.89188,0,2.238013,141049952@N08,,a565409356,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266573128_a565409356_n.jpg,695,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:20,0,0,{'_content': ''},66,0,0,0,1,320,50267413987,0,0,1,48.89188,0,2.238013,141049952@N08,,c9123e48c8,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267413987_c9123e48c8_n.jpg,694,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:23,0,0,{'_content': ''},66,0,0,0,1,320,50267234166,0,0,1,48.89188,0,2.238013,141049952@N08,,5e5651a28b,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267234166_5e5651a28b_n.jpg,709,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:18,0,0,{'_content': ''},66,0,0,0,1,213,50267236171,0,0,1,48.89188,0,2.238013,141049952@N08,,644e90469c,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267236171_644e90469c_n.jpg,697,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:11,0,0,{'_content': ''},66,0,0,0,1,320,50267415327,0,0,1,48.89188,0,2.238013,141049952@N08,,4c17c31907,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267415327_4c17c31907_n.jpg,742,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:18,0,0,{'_content': ''},66,0,0,0,1,213,50266575973,0,0,1,48.89188,0,2.238013,141049952@N08,,e82b794faf,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266575973_e82b794faf_n.jpg,705,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:13,0,0,{'_content': ''},66,0,0,0,1,320,50267236831,0,0,1,48.89188,0,2.238013,141049952@N08,,7f656e6dbb,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267236831_7f656e6dbb_n.jpg,720,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:15,0,0,{'_content': ''},66,0,0,0,1,320,50267414782,0,0,1,48.89188,0,2.238013,141049952@N08,,1842dc8a51,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267414782_1842dc8a51_n.jpg,714,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:14,0,0,{'_content': ''},66,0,0,0,1,320,50266576363,0,0,1,48.89188,0,2.238013,141049952@N08,,600c7eea05,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266576363_600c7eea05_n.jpg,712,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:06,0,0,{'_content': ''},66,0,0,0,1,320,50267237861,0,0,1,48.89188,0,2.238013,141049952@N08,,da1abfedd5,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267237861_da1abfedd5_n.jpg,741,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:02,0,0,{'_content': ''},66,0,0,0,1,320,50267416767,0,0,1,48.89188,0,2.238013,141049952@N08,,c67b7278c8,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267416767_c67b7278c8_n.jpg,713,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:05,0,0,{'_content': ''},66,0,0,0,1,320,50267238081,0,0,1,48.89188,0,2.238013,141049952@N08,,fd0f487490,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267238081_fd0f487490_n.jpg,742,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:07,0,0,{'_content': ''},66,0,0,0,1,320,50267237431,0,0,1,48.89188,0,2.238013,141049952@N08,,79bb66d43d,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267237431_79bb66d43d_n.jpg,732,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:07,0,0,{'_content': ''},66,0,0,0,1,320,50267416067,0,0,1,48.89188,0,2.238013,141049952@N08,,1f425afc43,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267416067_1f425afc43_n.jpg,710,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:08,0,0,{'_content': ''},66,0,0,0,1,320,50267237201,0,0,1,48.89188,0,2.238013,141049952@N08,,c6db0614d9,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267237201_c6db0614d9_n.jpg,714,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/8 0:02,0,0,{'_content': ''},66,0,0,0,1,320,50266577978,0,0,1,48.89188,0,2.238013,141049952@N08,,576c05ae47,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266577978_576c05ae47_n.jpg,695,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:51,0,0,{'_content': ''},66,0,0,0,1,320,50267239026,0,0,1,48.89188,0,2.238013,141049952@N08,,6b80eddd8f,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267239026_6b80eddd8f_n.jpg,732,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:51,0,0,{'_content': ''},66,0,0,0,1,320,50267417067,0,0,1,48.89188,0,2.238013,141049952@N08,,2a9018f477,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267417067_2a9018f477_n.jpg,733,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:51,0,0,{'_content': ''},66,0,0,0,1,320,50267416892,0,0,1,48.89188,0,2.238013,141049952@N08,,f09df35ddd,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267416892_f09df35ddd_n.jpg,721,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:49,0,0,{'_content': ''},66,0,0,0,1,320,50266579338,0,0,1,48.89188,0,2.238013,141049952@N08,,1fed9e99ab,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266579338_1fed9e99ab_n.jpg,753,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:48,0,0,{'_content': ''},66,0,0,0,1,320,50267418267,0,0,1,48.89188,0,2.238013,141049952@N08,,21826eedc6,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267418267_21826eedc6_n.jpg,742,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:49,0,0,{'_content': ''},66,0,0,0,1,320,50267417557,0,0,1,48.89188,0,2.238013,141049952@N08,,7d018065fb,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267417557_7d018065fb_n.jpg,755,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:48,0,0,{'_content': ''},66,0,0,0,1,213,50266580188,0,0,1,48.89188,0,2.238013,141049952@N08,,e34c185e8d,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266580188_e34c185e8d_n.jpg,814,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:43,0,0,{'_content': ''},66,0,0,0,1,213,50266580463,0,0,1,48.89188,0,2.238013,141049952@N08,,5ef82be29c,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266580463_5ef82be29c_n.jpg,820,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:48,0,0,{'_content': ''},66,0,0,0,1,320,50266579593,0,0,1,48.89188,0,2.238013,141049952@N08,,1a3666d2ef,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266579593_1a3666d2ef_n.jpg,748,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:48,0,0,{'_content': ''},66,0,0,0,1,320,50266579963,0,0,1,48.89188,0,2.238013,141049952@N08,,73e0bb83dc,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266579963_73e0bb83dc_n.jpg,815,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:21,0,0,{'_content': ''},66,0,0,0,1,320,50267241141,0,0,1,48.89188,0,2.238013,141049952@N08,,f7d1825f48,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267241141_f7d1825f48_n.jpg,858,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:21,0,0,{'_content': ''},66,0,0,0,1,320,50267419152,0,0,1,48.89188,0,2.238013,141049952@N08,,0e60bbe08a,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267419152_0e60bbe08a_n.jpg,850,213,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:19,0,0,{'_content': ''},66,0,0,0,1,213,50267419882,0,0,1,48.89188,0,2.238013,141049952@N08,,58a30b11bc,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267419882_58a30b11bc_n.jpg,872,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:19,0,0,{'_content': ''},66,0,0,0,1,213,50266581538,0,0,1,48.89188,0,2.238013,141049952@N08,,2cd66341ab,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50266581538_2cd66341ab_n.jpg,857,320,8504417,"d.va, overwatch",,
"8,7",0,2020/8/7 22:19,0,0,{'_content': ''},66,0,0,0,1,213,50267241386,0,0,1,48.89188,0,2.238013,141049952@N08,,80d20fce3a,65535,D.Va de Overwatch,https://live.staticflickr.com/65535/50267241386_80d20fce3a_n.jpg,852,320,8504417,"d.va, overwatch",,
"16,5",0,2020/8/7 9:02,0,0,{'_content': ''},66,0,0,0,1,320,50199119737,0,0,1,48.890288,0,2.248636,103688875@N05,,bd9a27d2f7,65535,Tour Aurore,https://live.staticflickr.com/65535/50199119737_bd9a27d2f7_n.jpg,471,211,8504417,tower,,Business and_Professional Services
,0,2020/8/6 21:18,0,0,{'_content': ''},66,0,0,0,1,320,50197934103,0,0,1,48.897408,0,2.226022,103688875@N05,,6e7e4b80bd,65535,L’Archipel - siège de Vinci,https://live.staticflickr.com/65535/50197934103_6e7e4b80bd_n.jpg,386,207,12048454,,,
,0,2020/8/6 21:08,0,0,{'_content': ''},66,0,0,0,1,320,50198482081,0,0,1,48.89738,0,2.2257,103688875@N05,,5c7d9da520,65535,L’Archipel - siège de Vinci,https://live.staticflickr.com/65535/50198482081_5c7d9da520_n.jpg,422,198,12048454,,,
"15,3",0,2020/8/2 13:55,0,0,{'_content': ''},66,0,0,0,1,320,50231913748,0,0,1,48.889001,0,2.247786,52981672@N05,,abd702af37,65535,Je vous attends / I'm waiting for you,https://live.staticflickr.com/65535/50231913748_abd702af37_n.jpg,559,320,8504417,"wait, wait",,
"11,6",0,2020/8/2 13:40,0,0,{'_content': ''},66,0,0,0,1,213,50282608856,0,0,1,48.891326,0,2.241641,52981672@N05,,a585548f58,65535,Le retour d'un âge farouche,https://live.staticflickr.com/65535/50282608856_a585548f58_n.jpg,7990,320,8504417,"return, fierc, age",,
"18,4",0,2020/8/2 11:23,0,0,{'_content': ''},66,0,0,0,1,213,50555126732,0,0,1,48.889164,0,2.250995,52981672@N05,,ce838193d6,65535,Porteur / Carrier,https://live.staticflickr.com/65535/50555126732_ce838193d6_n.jpg,6808,320,6455399,"carrier, carrier",,
"16,5",0,2020/8/2 11:16,0,0,{'_content': ''},66,0,0,0,1,213,50252219297,0,0,1,48.890165,0,2.24871,52981672@N05,,ca7b3f5696,65535,Démélons les chevaux / Unravel the horses,https://live.staticflickr.com/65535/50252219297_ca7b3f5696_n.jpg,571,320,8504417,,,
"15,6",0,2020/8/2 11:05,0,0,{'_content': ''},66,0,0,0,1,213,50528243662,0,0,1,48.89104,0,2.24798,52981672@N05,,fb57c130df,65535,Devines qui vient diner ce soir / Guess who's coming to dinner,https://live.staticflickr.com/65535/50528243662_fb57c130df_n.jpg,818,320,8504417,"guess, come, dinner, guess, come, dinner",,
"10,5",0,2020/8/2 12:39,0,0,{'_content': ''},66,0,0,0,1,213,50296702917,0,0,1,48.890645,0,2.240374,52981672@N05,,4fc64c7032,65535,Plein les mirettes,https://live.staticflickr.com/65535/50296702917_4fc64c7032_n.jpg,576,320,8504417,peeper,,
"6,5",0,2020/8/1 17:47,0,0,{'_content': ''},66,0,0,0,1,320,50178198262,0,0,1,48.890563,0,2.234677,103688875@N05,,7907200fd7,65535,Tour Hekla,https://live.staticflickr.com/65535/50178198262_7907200fd7_n.jpg,190,240,8504417,"tour, hekla",,Business and_Professional Services
"6,5",0,2020/8/1 17:48,0,0,{'_content': ''},66,0,0,0,1,320,50178198227,0,0,1,48.890669,0,2.234705,103688875@N05,,fc41875d55,65535,Tour Hekla,https://live.staticflickr.com/65535/50178198227_fc41875d55_n.jpg,171,240,8504417,"tour, hekla",,Business and_Professional Services
"8,3",0,2020/8/1 17:41,0,0,{'_content': ''},66,0,0,0,1,255,50177409628,0,0,1,48.888838,0,2.236902,103688875@N05,,e5cb6f967a,65535,Tour Hekla,https://live.staticflickr.com/65535/50177409628_e5cb6f967a_n.jpg,176,320,8504417,"tour, hekla",,Business and_Professional Services
"7,3",0,2020/8/1 17:40,0,0,{'_content': ''},66,0,0,0,1,240,50177943941,0,0,1,48.888294,0,2.235852,103688875@N05,,cc8de299b5,65535,Tour Hekla,https://live.staticflickr.com/65535/50177943941_cc8de299b5_n.jpg,179,320,8504417,"tour, hekla",,Business and_Professional Services
"7,4",0,2020/8/1 17:36,0,0,{'_content': ''},66,0,0,0,1,320,50178198282,0,0,1,48.889655,0,2.236255,103688875@N05,,b69989973a,65535,Tour Hekla,https://live.staticflickr.com/65535/50178198282_b69989973a_n.jpg,197,240,8504417,"tour, hekla",,Business and_Professional Services
"7,3",0,2020/8/1 17:39,0,0,{'_content': ''},66,0,0,0,1,279,50177943956,0,0,1,48.888877,0,2.23605,103688875@N05,,bd3c523ac2,65535,Tour Hekla,https://live.staticflickr.com/65535/50177943956_bd3c523ac2_n.jpg,190,320,8504417,"tour, hekla",,Business and_Professional Services
"7,3",0,2020/8/1 17:39,0,0,{'_content': ''},66,0,0,0,1,273,50177409643,0,0,1,48.888894,0,2.235794,103688875@N05,,42376ce9df,65535,Tour Hekla,https://live.staticflickr.com/65535/50177409643_42376ce9df_n.jpg,182,320,8504417,"tour, hekla",,Business and_Professional Services
"6,4",0,2020/8/1 17:37,0,0,{'_content': ''},66,0,0,0,1,240,50178198337,0,0,1,48.8891,0,2.234897,103688875@N05,,fcb26e2d50,65535,Tour Hekla,https://live.staticflickr.com/65535/50178198337_fcb26e2d50_n.jpg,202,320,8504417,"tour, hekla",,Business and_Professional Services
"7,4",0,2020/8/1 17:38,0,0,{'_content': ''},66,0,0,0,1,252,50178198352,0,0,1,48.889233,0,2.235938,103688875@N05,,11c2d4516a,65535,Tour Hekla,https://live.staticflickr.com/65535/50178198352_11c2d4516a_n.jpg,207,320,8504417,"tour, hekla",,Business and_Professional Services
"15,3",0,2020/8/16 15:20,0,0,"{'_content': 'Carlos CRUZ-DIEZ - Environnement de Transchromie Circulaire, 1965-2017\n\nL’Environnement de Transchromies de Carlos Cruz-Diez est une structure circulaire, participative et chatoyante, au cœur de laquelle le spectateur est invité à redécouvrir son environnement naturel ou urbain. Conçue pour être construite   in situ et hors les murs l\'oeuvre tient compte de la réalité extérieure et la transforme par la soustraction de la couleur grâce aux lamelles transparentes qui se mêlent. Cruz-Diez y déploie une conception singulière de l\'abstraction, initiée dès 1969 lorsqu\'il élabore son premier « Projet pour un environnement de couleur soustractive ».\n\n<a href=""https://parisladefense.com/fr/les-extatiques-2020/paris-la-defense/carlos-cruz-diez"" rel=""noreferrer nofollow"">parisladefense.com/fr/les-extatiques-2020/paris-la-defens...</a>'}",66,0,0,0,1,240,50307198792,0,0,1,48.888891,0,2.247624,37704614@N08,,285de6e2d5,65535,Transchromie Circulaire,https://live.staticflickr.com/65535/50307198792_285de6e2d5_n.jpg,460,320,8504417,transchromi,,
