Unnamed: 0,accuracy,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,grid,type
1546,15,0,2020-07-09 18:26:58,0,1,{'_content': ''},66,0,0,0,1,320,50094606282,0,0,1,48.89188,0,2.238013,141049952@N08,,e161d48de1,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50094606282_e161d48de1_n.jpg,1223,213,8504417.0,kda,"8,7",
1547,15,0,2020-07-09 18:27:02,0,1,{'_content': ''},66,0,0,0,1,320,50093792853,0,0,1,48.89188,0,2.238013,141049952@N08,,fd033b9309,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792853_fd033b9309_n.jpg,1273,213,8504417.0,kda,"8,7",
1548,15,0,2020-07-09 18:27:00,0,1,{'_content': ''},66,0,0,0,1,320,50094373466,0,0,1,48.89188,0,2.238013,141049952@N08,,d0189d272d,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50094373466_d0189d272d_n.jpg,1174,214,8504417.0,kda,"8,7",
1549,15,0,2020-07-09 18:27:03,0,1,{'_content': ''},66,0,0,0,1,213,50093792913,0,0,1,48.89188,0,2.238013,141049952@N08,,18870c8999,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792913_18870c8999_n.jpg,1005,320,8504417.0,kda,"8,7",
1550,15,0,2020-07-09 18:26:49,0,1,{'_content': ''},66,0,0,0,1,320,50093792258,0,0,1,48.89188,0,2.238013,141049952@N08,,3539c8c79c,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792258_3539c8c79c_n.jpg,1165,213,8504417.0,kda,"8,7",
1551,15,0,2020-07-09 18:26:59,0,1,{'_content': ''},66,0,0,0,1,320,50094373421,0,0,1,48.89188,0,2.238013,141049952@N08,,b68df29910,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50094373421_b68df29910_n.jpg,1259,214,8504417.0,kda,"8,7",
1552,15,0,2020-07-09 18:26:50,0,1,{'_content': ''},66,0,0,0,1,320,50094605822,0,0,1,48.89188,0,2.238013,141049952@N08,,98753b0003,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50094605822_98753b0003_n.jpg,988,213,8504417.0,kda,"8,7",
1553,15,0,2020-07-09 18:26:53,0,1,{'_content': ''},66,0,0,0,1,213,50093792403,0,0,1,48.89188,0,2.238013,141049952@N08,,f37814e658,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792403_f37814e658_n.jpg,1402,320,8504417.0,kda,"8,7",
1554,15,0,2020-07-09 18:26:57,0,1,{'_content': ''},66,0,0,0,1,213,50093792608,0,0,1,48.89188,0,2.238013,141049952@N08,,1808a0df28,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792608_1808a0df28_n.jpg,2844,320,8504417.0,kda,"8,7",
1555,15,0,2020-07-09 18:26:56,0,1,{'_content': ''},66,0,0,0,1,320,50093792543,0,0,1,48.89188,0,2.238013,141049952@N08,,1cef37dfbd,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792543_1cef37dfbd_n.jpg,1310,213,8504417.0,kda,"8,7",
1556,15,0,2020-07-09 18:26:47,0,1,{'_content': ''},66,0,0,0,1,320,50093792183,0,0,1,48.89188,0,2.238013,141049952@N08,,d7aa25ec0d,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50093792183_d7aa25ec0d_n.jpg,1173,213,8504417.0,kda,"8,7",
1557,15,0,2020-07-09 18:26:52,0,1,{'_content': ''},66,0,0,0,1,320,50094605937,0,0,1,48.89188,0,2.238013,141049952@N08,,5f0cb911e5,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50094605937_5f0cb911e5_n.jpg,1271,213,8504417.0,kda,"8,7",
1558,15,0,2020-07-08 17:05:14,0,1,{'_content': 'La Défense Esplanade with the Arc de Triomphe in the background'},66,0,0,0,1,213,50090217273,0,0,1,48.888172,0,2.249021,49067518@N00,,99fbc786e4,65535,La Défense Esplanade,https://live.staticflickr.com/65535/50090217273_99fbc786e4_n.jpg,319,320,8504417.0,esplanad,"16,3",
1559,15,0,2020-07-08 00:00:19,0,0,{'_content': ''},66,0,0,0,1,320,50158594547,0,0,1,48.89188,0,2.238013,141049952@N08,,bba339e24c,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158594547_bba339e24c_n.jpg,737,213,8504417.0,kda,"8,7",
1560,15,0,2020-07-08 00:04:43,0,0,{'_content': ''},66,0,0,0,1,320,50158594332,0,0,1,48.89188,0,2.238013,141049952@N08,,6f4ed9be43,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158594332_6f4ed9be43_n.jpg,911,213,8504417.0,kda,"8,7",
1561,15,0,2020-07-08 00:04:07,0,0,{'_content': ''},66,0,0,0,1,320,50158594442,0,0,1,48.89188,0,2.238013,141049952@N08,,a5c97601a1,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158594442_a5c97601a1_n.jpg,744,213,8504417.0,kda,"8,7",
1562,15,0,2020-07-08 00:04:49,0,0,{'_content': ''},66,0,0,0,1,320,50158594202,0,0,1,48.89188,0,2.238013,141049952@N08,,55ae2eb522,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158594202_55ae2eb522_n.jpg,913,213,8504417.0,kda,"8,7",
1563,15,0,2020-07-07 23:55:54,0,0,{'_content': ''},66,0,0,0,1,320,50157804178,0,0,1,48.89188,0,2.238013,141049952@N08,,b8e8a8b553,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157804178_b8e8a8b553_n.jpg,733,213,8504417.0,kda,"8,7",
1564,15,0,2020-07-07 23:53:30,0,0,{'_content': ''},66,0,0,0,1,320,50157804363,0,0,1,48.89188,0,2.238013,141049952@N08,,9cc05ff3f9,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157804363_9cc05ff3f9_n.jpg,742,213,8504417.0,kda,"8,7",
1565,15,0,2020-07-07 23:59:14,0,0,{'_content': ''},66,0,0,0,1,320,50158354451,0,0,1,48.89188,0,2.238013,141049952@N08,,e03900d47a,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158354451_e03900d47a_n.jpg,740,213,8504417.0,kda,"8,7",
1566,15,0,2020-07-07 23:48:47,0,0,{'_content': ''},66,0,0,0,1,320,50157804558,0,0,1,48.89188,0,2.238013,141049952@N08,,875a981626,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157804558_875a981626_n.jpg,737,213,8504417.0,kda,"8,7",
1567,15,0,2020-07-07 23:46:53,0,0,{'_content': ''},66,0,0,0,1,213,50157804798,0,0,1,48.89188,0,2.238013,141049952@N08,,772d123f1e,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157804798_772d123f1e_n.jpg,740,320,8504417.0,kda,"8,7",
1568,15,0,2020-07-07 23:48:16,0,0,{'_content': ''},66,0,0,0,1,320,50157804683,0,0,1,48.89188,0,2.238013,141049952@N08,,65deb2a891,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157804683_65deb2a891_n.jpg,740,213,8504417.0,kda,"8,7",
1569,15,0,2020-07-07 23:43:48,0,0,{'_content': ''},66,0,0,0,1,213,50158595567,0,0,1,48.89188,0,2.238013,141049952@N08,,8ae7762011,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158595567_8ae7762011_n.jpg,739,320,8504417.0,kda,"8,7",
1570,15,0,2020-07-07 23:42:01,0,0,{'_content': ''},66,0,0,0,1,213,50157805318,0,0,1,48.89188,0,2.238013,141049952@N08,,27b6d453af,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157805318_27b6d453af_n.jpg,735,320,8504417.0,kda,"8,7",
1571,15,0,2020-07-07 23:46:18,0,0,{'_content': ''},66,0,0,0,1,213,50158595447,0,0,1,48.89188,0,2.238013,141049952@N08,,2d7fab24ca,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158595447_2d7fab24ca_n.jpg,735,320,8504417.0,kda,"8,7",
1572,15,0,2020-07-07 23:42:09,0,0,{'_content': ''},66,0,0,0,1,213,50158595652,0,0,1,48.89188,0,2.238013,141049952@N08,,f80ce6b154,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158595652_f80ce6b154_n.jpg,831,320,8504417.0,kda,"8,7",
1573,15,0,2020-07-07 23:38:58,0,0,{'_content': ''},66,0,0,0,1,213,50158595832,0,0,1,48.89188,0,2.238013,141049952@N08,,c8e58e5329,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158595832_c8e58e5329_n.jpg,732,320,8504417.0,kda,"8,7",
1574,15,0,2020-07-07 23:20:01,0,0,{'_content': ''},66,0,0,0,1,320,50158356126,0,0,1,48.89188,0,2.238013,141049952@N08,,963424c7cc,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158356126_963424c7cc_n.jpg,744,213,8504417.0,kda,"8,7",
1575,15,0,2020-07-07 23:20:38,0,0,{'_content': ''},66,0,0,0,1,320,50158596062,0,0,1,48.89188,0,2.238013,141049952@N08,,a09138ea63,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158596062_a09138ea63_n.jpg,742,213,8504417.0,kda,"8,7",
1576,15,0,2020-07-07 23:20:05,0,0,{'_content': ''},66,0,0,0,1,320,50158596212,0,0,1,48.89188,0,2.238013,141049952@N08,,ed0432151b,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158596212_ed0432151b_n.jpg,733,213,8504417.0,kda,"8,7",
1577,15,0,2020-07-07 23:15:10,0,0,{'_content': ''},66,0,0,0,1,320,50158356791,0,0,1,48.89188,0,2.238013,141049952@N08,,138e8db51d,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158356791_138e8db51d_n.jpg,777,213,8504417.0,kda,"8,7",
1578,15,0,2020-07-07 23:19:52,0,0,{'_content': ''},66,0,0,0,1,320,50157806223,0,0,1,48.89188,0,2.238013,141049952@N08,,d465c59c18,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157806223_d465c59c18_n.jpg,738,213,8504417.0,kda,"8,7",
1579,15,0,2020-07-07 23:18:55,0,0,{'_content': ''},66,0,0,0,1,320,50158356601,0,0,1,48.89188,0,2.238013,141049952@N08,,fa724ab75e,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158356601_fa724ab75e_n.jpg,716,213,8504417.0,kda,"8,7",
1580,15,0,2020-07-07 23:14:09,0,0,{'_content': ''},66,0,0,0,1,320,50158597122,0,0,1,48.89188,0,2.238013,141049952@N08,,042c9ef2ed,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158597122_042c9ef2ed_n.jpg,739,213,8504417.0,kda,"8,7",
1581,15,0,2020-07-07 23:19:47,0,0,{'_content': ''},66,0,0,0,1,320,50158356491,0,0,1,48.89188,0,2.238013,141049952@N08,,2735997e45,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158356491_2735997e45_n.jpg,736,213,8504417.0,kda,"8,7",
1582,15,0,2020-07-07 23:09:13,0,0,{'_content': ''},66,0,0,0,1,320,50158597282,0,0,1,48.89188,0,2.238013,141049952@N08,,f57554124b,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158597282_f57554124b_n.jpg,737,213,8504417.0,kda,"8,7",
1583,15,0,2020-07-07 23:05:30,0,0,{'_content': ''},66,0,0,0,1,213,50158357606,0,0,1,48.89188,0,2.238013,141049952@N08,,0675fe5e37,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158357606_0675fe5e37_n.jpg,737,320,8504417.0,kda,"8,7",
1584,15,0,2020-07-07 23:08:29,0,0,{'_content': ''},66,0,0,0,1,320,50158357451,0,0,1,48.89188,0,2.238013,141049952@N08,,9bfee0847c,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158357451_9bfee0847c_n.jpg,742,213,8504417.0,kda,"8,7",
1585,15,0,2020-07-07 23:09:04,0,0,{'_content': ''},66,0,0,0,1,320,50158357311,0,0,1,48.89188,0,2.238013,141049952@N08,,6267d076a6,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158357311_6267d076a6_n.jpg,740,213,8504417.0,kda,"8,7",
1586,15,0,2020-07-07 22:20:21,0,0,{'_content': ''},66,0,0,0,1,320,50158357746,0,0,1,48.89188,0,2.238013,141049952@N08,,9399d29fed,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158357746_9399d29fed_n.jpg,736,213,8504417.0,kda,"8,7",
1587,15,0,2020-07-07 22:15:35,0,0,{'_content': ''},66,0,0,0,1,213,50158357891,0,0,1,48.89188,0,2.238013,141049952@N08,,977abe040a,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158357891_977abe040a_n.jpg,740,320,8504417.0,kda,"8,7",
1588,15,0,2020-07-07 22:08:27,0,0,{'_content': ''},66,0,0,0,1,213,50158358241,0,0,1,48.89188,0,2.238013,141049952@N08,,d50e094e06,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158358241_d50e094e06_n.jpg,760,320,8504417.0,kda,"8,7",
1589,15,0,2020-07-07 22:01:09,0,0,{'_content': ''},66,0,0,0,1,320,50158358711,0,0,1,48.89188,0,2.238013,141049952@N08,,564b16674c,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158358711_564b16674c_n.jpg,747,213,8504417.0,kda,"8,7",
1590,15,0,2020-07-07 22:08:45,0,0,{'_content': ''},66,0,0,0,1,320,50158598302,0,0,1,48.89188,0,2.238013,141049952@N08,,989a8aa1d5,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158598302_989a8aa1d5_n.jpg,747,213,8504417.0,kda,"8,7",
1591,15,0,2020-07-07 22:06:21,0,0,{'_content': ''},66,0,0,0,1,213,50158598822,0,0,1,48.89188,0,2.238013,141049952@N08,,dfc6809536,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158598822_dfc6809536_n.jpg,736,320,8504417.0,kda,"8,7",
1592,15,0,2020-07-07 22:01:04,0,0,{'_content': ''},66,0,0,0,1,320,50157808913,0,0,1,48.89188,0,2.238013,141049952@N08,,5354aaec4d,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157808913_5354aaec4d_n.jpg,746,213,8504417.0,kda,"8,7",
1593,15,0,2020-07-07 22:07:12,0,0,{'_content': ''},66,0,0,0,1,213,50158358431,0,0,1,48.89188,0,2.238013,141049952@N08,,681102fe5b,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158358431_681102fe5b_n.jpg,738,320,8504417.0,kda,"8,7",
1594,15,0,2020-07-07 21:55:46,0,0,{'_content': ''},66,0,0,0,1,213,50158359211,0,0,1,48.89188,0,2.238013,141049952@N08,,bb907a4863,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158359211_bb907a4863_n.jpg,740,320,8504417.0,kda,"8,7",
1595,15,0,2020-07-07 21:58:33,0,0,{'_content': ''},66,0,0,0,1,320,50157809098,0,0,1,48.89188,0,2.238013,141049952@N08,,d8cb61549c,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157809098_d8cb61549c_n.jpg,745,213,8504417.0,kda,"8,7",
1596,15,0,2020-07-07 21:49:39,0,0,{'_content': ''},66,0,0,0,1,213,50158359406,0,0,1,48.89188,0,2.238013,141049952@N08,,b4264c2ab5,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158359406_b4264c2ab5_n.jpg,745,320,8504417.0,kda,"8,7",
1597,15,0,2020-07-07 21:49:06,0,0,{'_content': ''},66,0,0,0,1,213,50158359691,0,0,1,48.89188,0,2.238013,141049952@N08,,8ac2501521,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158359691_8ac2501521_n.jpg,749,320,8504417.0,kda,"8,7",
1598,15,0,2020-07-07 21:49:20,0,0,{'_content': ''},66,0,0,0,1,213,50158359551,0,0,1,48.89188,0,2.238013,141049952@N08,,17791db4a0,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158359551_17791db4a0_n.jpg,742,320,8504417.0,kda,"8,7",
1599,15,0,2020-07-07 20:31:38,0,0,{'_content': ''},66,0,0,0,1,320,50157810558,0,0,1,48.89188,0,2.238013,141049952@N08,,c4d82bb0c4,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50157810558_c4d82bb0c4_n.jpg,759,213,8504417.0,kda,"8,7",
1600,15,0,2020-07-07 20:34:24,0,0,{'_content': ''},66,0,0,0,1,320,50158600417,0,0,1,48.89188,0,2.238013,141049952@N08,,25569798fd,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158600417_25569798fd_n.jpg,757,213,8504417.0,kda,"8,7",
1601,15,0,2020-07-07 20:31:59,0,0,{'_content': ''},66,0,0,0,1,320,50158360126,0,0,1,48.89188,0,2.238013,141049952@N08,,bfb352ca1f,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158360126_bfb352ca1f_n.jpg,759,213,8504417.0,kda,"8,7",
1602,15,0,2020-07-07 20:34:33,0,0,{'_content': ''},66,0,0,0,1,320,50158359826,0,0,1,48.89188,0,2.238013,141049952@N08,,7b60ef3f23,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158359826_7b60ef3f23_n.jpg,755,213,8504417.0,kda,"8,7",
1603,15,0,2020-07-07 20:31:08,0,0,{'_content': ''},66,0,0,0,1,320,50158360316,0,0,1,48.89188,0,2.238013,141049952@N08,,bea8217cd6,65535,Kaisa de KDA,https://live.staticflickr.com/65535/50158360316_bea8217cd6_n.jpg,753,213,8504417.0,kda,"8,7",
1604,15,0,2020-07-03 16:40:28,0,1,"{'_content': 'Paris, France.'}",66,0,0,0,1,213,50118975926,0,0,1,48.891259,0,2.237219,22989103@N00,,c8c501b839,65535,Study of Reflections....,https://live.staticflickr.com/65535/50118975926_c8c501b839_n.jpg,2143,320,8504417.0,"studi, reflect, ....","8,6",
1605,16,0,2020-07-19 16:12:00,0,0,{'_content': 'Acier et verre.'},66,0,0,0,1,240,50799457953,0,0,1,48.889261,0,2.244883,14478170@N06,,c313316327,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Environnement de Transchromie Circulaire"" de Carlos Cruz-Diez. 1965-2017. Arche et esplanade vues au travers des lamelles de la structure",https://live.staticflickr.com/65535/50799457953_c313316327_n.jpg,73,320,8504417.0,"expo, le, ecstat, quot, transchromi, environ, quot, arch, esplanad, structur","13,4",Landmarks and Outdoors
1606,16,0,2020-07-19 16:09:49,0,0,{'_content': '                               '},66,0,0,0,1,240,50800314222,0,0,1,48.889161,0,2.245166,14478170@N06,,0ac46fb9fa,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Environnement de Transchromie Circulaire"" de Carlos Cruz-Diez. 1965-2017",https://live.staticflickr.com/65535/50800314222_0ac46fb9fa_n.jpg,123,320,8504417.0,"expo, le, ecstat, quot, transchromi, environ, quot","13,4",Landmarks and Outdoors
1607,16,0,2020-07-19 16:09:31,0,0,{'_content': '                               '},66,0,0,0,1,320,50800314302,0,0,1,48.889952,0,2.245505,14478170@N06,,eac82a8ac1,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Environnement de Transchromie Circulaire"" de Carlos Cruz-Diez. 1965-2017",https://live.staticflickr.com/65535/50800314302_eac82a8ac1_n.jpg,119,240,8504417.0,"expo, le, ecstat, quot, transchromi, environ, quot","14,5",Landmarks and Outdoors
1608,16,0,2020-07-19 15:43:46,0,0,"{'_content': ""Iván ARGOTE - Strenghtlessness, 2014 - 2020\nIván ARGOTE\nNé en 1983 à Bogota (Colombie), vit et travaille à Paris (France)\n\nLes performances, vidéos, films, sculptures, collages et installations dans l’espace public d’Iván Argote questionnent la manière dont nous nous relions aux autres, à l’État, au patrimoine et aux traditions. Argote émet des critiques et propositions tant politiques que sociologiques, en utilisant la tendresse, les émotions et l’humour comme outils subversifs, avec lesquels il tente de générer des espaces de dialogue en dehors de la polarisation et de la rhétorique conflictuelle.\n\nL’œuvre pour Paris La Défense\nMéhémet Ali, vice-roi d’Égypte, vivement encouragé par le baron Taylor et Jean-François Champollion, offre en 1830, à Charles X et à la France en gage d’amitié, les deux obélisques érigés devant le temple de Louxor. L’un d’eux fut donc retiré et expédié en France (situé sur l’actuelle place de la Concorde à Paris, le 2nd resté à Louxor sera officiellement rendu à l'Égypte par le président François Mitterrand en 1981. En retour de ce présent, Louis-Philippe Ier leur offre en 1845 une horloge en cuivre qui orne aujourd’hui la citadelle de Saladin au Caire, horloge qui n’a cependant jamais fonctionné car elle fut endommagée pendant le transport.\n\nIntervenant de façon humoristique et un brin naïve sur ce monument, Argote en annule ainsi les symboles de pouvoir et d’identité. Le processus créatif de l'artiste utilise des stratégies comme la désobéissance et la fantaisie, avec lesquelles il nous pousse à changer notre façon de voir et de concevoir l’activisme politique, la domination occidentale et les centres de pouvoir, afin d’en pointer l’absurdité et les faux-semblants.\n\nSTRENGHTLESSNESS, 2014-2020\nBéton, métal, bois et feuille d’or\nPièce unique + 1 EA\nCourtesy Iván Argote &amp; Galerie Perrotin""}",66,0,0,0,1,231,50236968546,0,0,1,48.890672,0,2.245672,14339738@N06,,15fb3d4bc3,65535,"Les Extatiques Paris La défense - Iván ARGOTE, Strenghtlessness, 2014 - 2020 (1)",https://live.staticflickr.com/65535/50236968546_15fb3d4bc3_n.jpg,790,320,8504417.0,"ecstat, iván","14,5",
1609,16,0,2020-07-19 15:43:46,0,0,"{'_content': ""Béton, métal, bois, feuille d'or.\nClin d'œil avec humour à la 2e Obélisque offerte par le roi d'Égypte à la France en 1830 mais restée à Louxor...""}",66,0,0,0,1,240,50799458198,0,0,1,48.890672,0,2.245672,14478170@N06,,43a56f4077,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Strenght lessness"" de Iván Argote (""Moins de force""). 2014-20",https://live.staticflickr.com/65535/50799458198_43a56f4077_n.jpg,119,320,8504417.0,"expo, le, ecstat, quot, iván, strength","14,5",Landmarks and Outdoors
1610,16,0,2020-07-19 15:41:43,0,0,{'_content': 'Métal et  pneu...                        '},66,0,0,0,1,320,50799458243,0,0,1,48.890336,0,2.245247,14478170@N06,,f05514113c,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Arbrabra"" de Anne Claverie. 2013",https://live.staticflickr.com/65535/50799458243_f05514113c_n.jpg,104,240,8504417.0,"expo, le, ecstat, quot, arbrabra, quot, ann, claveri","13,5",Landmarks and Outdoors
1611,16,0,2020-07-19 15:25:14,0,0,"{'_content': ' Rien à Voir - Œuvres présentées dans les mobiliers urbains Jean Claude Decaux\nRien à Voir :\nAu cœur du parcours artistique une exposition est proposée par le commissaire Fabrice Bousteau, à travers la présentation de quinze photographies/reproductions d’œuvres historiques et contemporaines qui invitent à entrer dans le monde magique des apparences trompeuses ! Quinze panneaux publicitaires sont détournés de leur fonction première : installés sur l’esplanade de La Défense ils forment une mise en abyme de l’exposition, ludique et joyeuse, faite de perspectives changeantes.\n\nDans la légende, l’histoire du trompe-l’œil commence avec la grappe de raisin peinte par Zeuxis de façon tellement réaliste que les oiseaux viennent la picorer. Au fil de l’histoire de l’art les artistes ont toujours été fascinés par les jeux de perspectives, les phénomènes optiques, les illusions, l’ambiguïté des images doubles... curieux d’explorer les limites de l’art et de brouiller les pistes de lectures du spectateur.\n\nDepuis les dômes des palais ouverts vers le ciel, peints à la Renaissance avec une virtuosité incontestable, jusqu’aux anamorphoses de Felice Varini en passant par l’art du trompe-l’œil de chevalet apparu au XVe et XVIe siècle ou encore le surréalisme au XXe siècle, les artistes jouent avec les sens et la perception du regardeur.\n\nLe travail photographique de Paul Rousteau est également présenté sur ces panneaux publicitaires. D’un côté les reproductions de René Magritte côtoient de l’autre côté les paysages étirés, fragmentés, colorés des sites de Paris La Défense et de La Seine Musicale, spécialement photographiés par Paul Rousteau en créant un jeu de miroir aux alouettes. Une exposition surprenante si l’on veut bien y regarder à deux fois plutôt qu’une...   '}",66,0,0,0,1,240,50202134368,0,0,1,48.889013,0,2.247388,14339738@N06,,e185c9c8e2,65535,"Les Extatiques Paris La Défense - Jean Claude Decaux, Rien à Voir (1)",https://live.staticflickr.com/65535/50202134368_e185c9c8e2_n.jpg,491,320,8504417.0,"jean, claud, decaux, see","15,3",Retail
1612,16,0,2020-07-19 15:29:01,0,0,"{'_content': ' Rien à Voir - Œuvres présentées dans les mobiliers urbains Jean Claude Decaux\nRien à Voir :\nAu cœur du parcours artistique une exposition est proposée par le commissaire Fabrice Bousteau, à travers la présentation de quinze photographies/reproductions d’œuvres historiques et contemporaines qui invitent à entrer dans le monde magique des apparences trompeuses ! Quinze panneaux publicitaires sont détournés de leur fonction première : installés sur l’esplanade de La Défense ils forment une mise en abyme de l’exposition, ludique et joyeuse, faite de perspectives changeantes.\n\nDans la légende, l’histoire du trompe-l’œil commence avec la grappe de raisin peinte par Zeuxis de façon tellement réaliste que les oiseaux viennent la picorer. Au fil de l’histoire de l’art les artistes ont toujours été fascinés par les jeux de perspectives, les phénomènes optiques, les illusions, l’ambiguïté des images doubles... curieux d’explorer les limites de l’art et de brouiller les pistes de lectures du spectateur.\n\nDepuis les dômes des palais ouverts vers le ciel, peints à la Renaissance avec une virtuosité incontestable, jusqu’aux anamorphoses de Felice Varini en passant par l’art du trompe-l’œil de chevalet apparu au XVe et XVIe siècle ou encore le surréalisme au XXe siècle, les artistes jouent avec les sens et la perception du regardeur.\n\nLe travail photographique de Paul Rousteau est également présenté sur ces panneaux publicitaires. D’un côté les reproductions de René Magritte côtoient de l’autre côté les paysages étirés, fragmentés, colorés des sites de Paris La Défense et de La Seine Musicale, spécialement photographiés par Paul Rousteau en créant un jeu de miroir aux alouettes. Une exposition surprenante si l’on veut bien y regarder à deux fois plutôt qu’une...   '}",66,0,0,0,1,240,50202134188,0,0,1,48.889711,0,2.247216,14339738@N06,,cd47b19c40,65535,"Les Extatiques Paris La Défense - Jean Claude Decaux, Rien à Voir (4)",https://live.staticflickr.com/65535/50202134188_cd47b19c40_n.jpg,370,320,8504417.0,"jean, claud, decaux, see","15,4",Retail
1613,16,0,2020-07-19 15:21:14,0,0,{'_content': 'Rendre les murs transparents...                           '},66,0,0,0,1,320,50706539801,0,0,1,48.888911,0,2.247933,14478170@N06,,9e2f7efdfb,65535,"Expo Les Extatiques. Paris La Défense. 2020. ""Zig zag"" du mexicain Hector Zamora",https://live.staticflickr.com/65535/50706539801_9e2f7efdfb_n.jpg,126,240,8504417.0,"expo, le, ecstat, quot, zig, zag, hector, zamora","15,3",Landmarks and Outdoors
